@relation device-data-weka.filters.unsupervised.instance.Resample-S1-Z10.0

@attribute hour numeric
@attribute weekday numeric
@attribute running_days numeric
@attribute cpu numeric
@attribute memory numeric
@attribute storage numeric
@attribute cpu_temperature numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute air_conditioner numeric
@attribute heater numeric
@attribute failure {0, 1}

@data
13,3,0,44,78,85,61.8,24.2,27.6,1,0,0
16,6,2,50,87,81,55,24.9,26.2,1,0,0
8,3,0,35,95,76,57.8,18.7,38.6,0,0,0
5,0,2,64,98,85,54.2,15.4,45.2,0,0,0
14,5,1,28,100,93,55.8,24.2,27.6,1,0,0
10,5,0,64,94,67,60.1,21.7,32.6,0,0,0
20,0,0,58,94,95,53.1,18.2,39.6,0,0,0
3,6,1,93,73,95,57.6,15.1,45.8,0,1,0
17,3,0,94,78,80,60,23.5,29,1,0,0
10,1,0,39,92,92,51.2,22.7,30.6,0,0,0
5,1,0,75,100,90,54.5,15.2,45.6,0,1,0
17,0,0,40,77,62,50.3,20.2,35.6,0,0,0
6,6,1,37,87,83,56.3,16.9,42.2,0,0,0
17,0,0,81,92,62,50.2,20.9,34.2,0,0,0
11,1,0,96,63,94,56.3,24.6,26.8,1,0,0
11,2,0,93,93,82,56.3,23.3,29.4,0,0,0
12,6,2,34,95,89,54.9,24.4,27.2,1,0,0
11,5,0,52,81,70,59.3,23.9,28.2,0,0,0
20,4,0,100,90,62,59,19.5,37,0,0,0
6,4,0,34,100,77,58.8,15.5,45,0,0,0
4,5,0,71,100,60,59.7,16.7,42.6,0,1,0
1,2,0,67,97,94,52.7,15.3,45.4,0,1,0
10,3,0,82,91,74,60.4,21.9,32.2,0,0,0
0,4,0,77,98,93,59.7,15,46,0,1,0
18,2,0,48,94,92,59.6,22.2,31.6,0,0,0
18,4,0,52,54,76,58.1,21.9,32.2,0,0,0
15,0,0,54,89,81,52.4,23.8,28.4,1,0,0
9,3,0,72,98,75,57.9,20.3,35.4,0,0,0
16,4,0,83,81,70,59.4,23.5,29,1,0,0
1,5,0,21,100,88,56.6,15,46,0,1,0
1,2,0,80,89,70,58.3,16.3,43.4,0,1,0
20,1,0,44,83,69,54.5,19.2,37.6,0,0,0
19,6,2,57,81,95,55.1,20.8,34.4,0,0,0
19,1,0,99,88,74,54.8,20.4,35.2,0,0,0
23,4,0,50,96,86,56,15.4,45.2,0,0,0
4,3,0,43,71,75,58.6,15.1,45.8,0,0,0
8,4,0,70,81,78,57.5,17.2,41.6,0,0,0
3,5,0,48,95,56,60.2,16.1,43.8,0,1,0
11,3,0,33,99,81,57.7,24.6,26.8,0,0,0
18,6,2,27,79,92,55.3,22,32,0,0,0
19,6,2,68,95,93,55.1,20.2,35.6,0,0,0
3,3,0,63,99,87,59.4,16.6,42.8,0,0,0
13,5,0,29,92,92,54.8,23.9,28.2,1,0,0
22,4,0,26,99,82,56.9,18.4,39.2,0,0,0
11,0,0,16,100,88,53.4,23.5,29,0,0,0
0,1,0,40,97,92,54.1,15.3,45.4,0,1,0
1,1,0,95,86,86,51.7,16.3,43.4,0,1,0
15,0,0,50,81,54,49.8,19.1,37.8,0,0,0
11,4,0,93,80,88,58.3,22.1,31.8,0,0,0
0,1,0,100,97,95,54,15.4,45.2,0,1,0
10,1,0,24,81,95,56.2,21.3,33.4,0,0,0
5,4,0,34,88,85,57.8,15.1,45.8,0,0,0
2,3,0,27,96,91,59,15.7,44.6,0,1,0
21,0,0,5,100,95,53.3,17,42,0,0,0
5,2,0,18,90,90,55.2,15.6,44.8,0,1,0
2,6,1,74,81,93,57.1,15,46,0,1,0
21,5,1,97,71,89,55.7,19.5,37,0,0,0
2,6,1,35,84,93,57.1,15,46,0,1,0
1,5,0,48,100,52,58.4,15.4,45.2,0,1,0
1,3,0,4,87,95,57.8,15.7,44.6,0,1,0
23,0,0,54,91,90,54.1,15.3,45.4,0,1,0
9,3,0,26,92,75,57.7,19.7,36.6,0,0,0
17,6,2,94,93,89,55,23,30,1,0,0
6,6,1,95,81,83,56.2,16.4,43.2,0,0,0
3,5,0,19,99,60,59.9,16.4,43.2,0,1,0
10,1,0,92,80,92,51.2,22.8,30.4,0,0,0
21,5,1,6,79,93,55.3,19.8,36.4,0,0,0
20,2,0,79,45,93,57.6,20.5,35,0,0,0
11,6,1,66,99,84,54.9,24.8,26.4,1,0,0
10,4,0,64,99,87,58.2,19.6,36.8,0,0,0
14,6,2,99,100,88,55.3,23.6,28.8,1,0,0
3,1,0,100,78,92,54.8,16.2,43.6,0,0,0
9,1,0,89,95,93,56,20.4,35.2,0,0,0
21,2,0,84,54,88,58.4,16.8,42.4,0,0,0
21,0,0,74,100,95,53.9,15.9,44.2,0,0,0
11,6,1,73,95,84,54.9,24.7,26.6,1,0,0
11,5,0,9,64,71,59.3,23.2,29.6,0,0,0
6,4,0,77,94,77,58.7,15.5,45,0,0,0
15,5,0,91,89,88,53.6,23.3,29.4,1,0,0
22,6,2,60,71,95,56.2,15.6,44.8,0,0,0
19,3,0,66,74,85,61.4,23.1,29.8,0,0,0
10,0,0,78,94,89,52.8,22.4,31.2,0,0,0
15,6,2,23,74,81,55.1,24.6,26.8,0,0,0
5,5,0,95,97,61,60,16.2,43.6,0,0,0
21,0,0,72,97,92,54,15.8,44.4,0,0,0
14,4,0,81,96,72,57.8,25,26,1,0,0
21,1,0,72,74,70,55.5,17.5,41,0,0,0
21,4,0,33,97,56,58,17.5,41,0,0,0
2,3,0,100,100,95,58.2,16.1,43.8,0,1,0
9,5,0,32,92,93,57,20.1,35.8,0,0,0
3,1,0,2,90,95,51.2,16,44,0,0,0
23,0,0,31,55,86,54.2,15.1,45.8,0,1,0
16,6,2,28,100,81,55,25,26,1,0,0
3,2,0,41,96,87,52.9,16.5,43,0,0,0
4,3,0,67,100,79,58.7,15.2,45.6,0,0,0
8,5,0,79,81,85,56.1,18.5,39,0,0,0
18,6,2,89,79,88,54.8,21.6,32.8,0,0,0
15,5,1,90,76,89,56.6,23.4,29.2,1,0,0
21,2,0,52,88,95,57.4,18.5,39,0,0,0
15,1,0,49,100,95,50.7,23,30,1,0,0
4,1,0,7,42,92,54.7,15.8,44.4,0,0,0
18,5,1,70,92,88,55.8,22.6,30.8,0,0,0
18,0,0,79,100,92,53,21.5,33,0,0,0
0,1,0,41,87,92,53.9,15.3,45.4,0,1,0
11,5,0,75,92,75,58.3,24.7,26.6,0,0,0
18,3,0,63,88,80,60.2,22.6,30.8,0,0,0
10,4,0,95,90,75,57.6,20,36,0,0,0
4,5,0,96,100,95,55.9,16.6,42.8,0,1,0
5,4,0,26,84,78,58.3,17,42,0,0,0
7,4,0,27,82,87,57.9,15.9,44.2,0,1,0
11,2,0,98,79,82,56.1,24.2,27.6,0,0,0
0,4,0,79,94,93,59.9,15.1,45.8,0,1,0
7,5,0,100,71,64,59.2,16.6,42.8,0,1,0
7,1,0,69,95,88,50.9,16.7,42.6,0,1,0
20,0,0,25,97,95,53.1,18.2,39.6,0,0,0
12,0,0,45,86,91,52.3,24.7,26.6,1,0,0
9,4,0,70,84,88,57.7,18.4,39.2,0,0,0
7,2,0,29,57,86,60.8,17.3,41.4,0,0,0
16,5,1,30,85,82,56.8,23.9,28.2,0,0,0
7,4,0,78,84,75,58.5,15.5,45,0,1,0
2,5,0,93,64,95,55.8,16,44,0,1,0
23,5,1,66,96,86,55.8,17.8,40.4,0,0,0
12,1,0,47,95,95,56.5,24.2,27.6,1,0,0
19,6,2,47,87,93,55,20.6,34.8,0,0,0
3,4,0,39,90,93,59.2,16.8,42.4,0,1,0
23,3,0,44,88,95,61.3,17.2,41.6,0,0,0
16,1,0,8,97,90,51,23.5,29,0,0,0
20,1,0,94,99,95,52.4,19.8,36.4,0,0,0
5,3,0,5,89,91,58,15.7,44.6,0,1,0
4,6,1,66,61,95,55.7,16.1,43.8,0,1,0
17,2,0,78,90,91,59.5,23.2,29.6,0,0,0
19,1,0,10,97,74,54.7,20.4,35.2,0,0,0
8,2,0,74,100,89,59.7,19.7,36.6,0,0,0
5,6,1,100,49,85,56.3,16.9,42.2,0,1,0
9,0,0,75,100,91,53.6,20.8,34.4,0,0,0
7,3,0,4,95,70,59.7,17.9,40.2,0,0,0
6,5,0,37,65,61,59.3,15.6,44.8,0,1,0
15,1,0,57,100,84,55,25,26,1,0,0
3,5,0,42,96,95,55.8,16.1,43.8,0,1,0
19,6,2,9,95,93,55,19.9,36.2,0,0,0
20,4,0,48,86,61,58.9,18.4,39.2,0,0,0
2,3,0,69,83,95,58.2,16.5,43,0,1,0
16,3,0,100,96,93,61,24.8,26.4,0,0,0
11,3,0,65,86,81,58,24.1,27.8,0,0,0
20,2,0,88,56,94,57.5,19.5,37,0,0,0
20,1,0,93,92,69,54.5,19.4,37.2,0,0,0
20,5,1,90,100,90,55.1,20.2,35.6,0,0,0
2,6,1,36,83,93,57.1,15,46,0,1,0
3,3,0,12,88,95,57.5,16.7,42.6,0,1,0
9,6,1,13,98,90,55,21.3,33.4,0,0,0
4,1,0,79,85,95,51,15.5,45,0,1,0
14,5,1,65,85,91,55.9,23.9,28.2,1,0,0
17,5,1,20,88,83,56,24.6,26.8,0,0,0
23,2,0,43,89,85,58,15,46,0,1,0
3,5,0,100,100,60,60,16.4,43.2,0,1,0
5,1,0,98,97,90,54.4,15.4,45.2,0,1,0
3,2,0,68,90,87,53,16.8,42.4,0,0,0
12,4,0,62,80,78,58.8,22.9,30.2,0,0,0
8,2,0,53,98,83,55.8,19.3,37.4,0,0,0
22,3,0,89,69,92,61.3,18.3,39.4,0,0,0
5,2,0,12,100,90,54.8,15.8,44.4,0,1,0
23,6,2,64,84,95,56.2,15.2,45.6,0,0,0
8,1,0,21,96,91,54,18,40,0,0,0
12,4,0,90,86,90,57.7,23.1,29.8,0,0,0
18,0,0,1,84,62,51.1,19.4,37.2,0,0,0
12,1,0,54,87,95,50.6,24.5,27,1,0,0
21,1,0,35,98,70,56.1,17.1,41.8,0,0,0
7,3,0,80,66,63,59.6,16.3,43.4,0,1,0
13,5,1,100,68,95,56.7,24.5,27,1,0,0
23,2,0,78,98,95,58.7,15.6,44.8,0,0,0
6,1,0,72,99,95,54.3,15.9,44.2,0,1,0
0,4,0,6,98,89,60.4,15.7,44.6,0,0,0
2,6,1,47,85,94,57.4,15,46,0,1,0
17,2,0,71,93,87,56.9,24.1,27.8,1,0,0
16,5,1,46,81,81,56.8,23.6,28.8,0,0,0
15,1,0,82,79,84,55,25,26,1,0,0
19,6,2,69,100,93,55.1,20.2,35.6,0,0,0
1,5,0,75,68,56,58.3,15.2,45.6,0,1,0
5,1,0,56,83,94,54.5,15.2,45.6,0,1,0
18,3,0,60,80,82,59.8,22.1,31.8,0,0,0
11,3,0,17,88,80,61.5,25,26,1,0,0
17,2,0,83,91,87,57.3,24.4,27.2,1,0,0
16,2,0,77,92,95,59.6,23.4,29.2,0,0,0
22,3,0,63,86,95,57.5,17.9,40.2,0,0,0
11,3,0,100,96,81,57.9,24.2,27.6,0,0,0
22,4,0,87,88,57,57.8,17.1,41.8,0,0,0
21,3,0,37,97,91,57.4,18.5,39,0,0,0
14,1,0,25,85,95,50.2,23.5,29,1,0,0
12,3,0,72,81,81,57.9,24.9,26.2,1,0,0
9,0,0,87,95,89,52.7,21.1,33.8,0,0,0
1,6,1,56,86,91,56,15.8,44.4,0,0,0
23,5,1,84,92,91,55.4,18.2,39.6,0,0,0
1,4,0,87,99,95,60,15.3,45.4,0,1,0
6,1,0,22,21,95,51,16.1,43.8,0,1,0
11,1,0,80,68,87,56.3,23.5,29,0,0,0
23,4,0,99,85,85,55.8,16.4,43.2,0,0,0
23,4,0,79,90,56,57.4,14.9,46.2,0,1,0
8,6,1,37,73,81,55.7,18.6,38.8,0,0,0
2,5,0,37,89,54,59.1,15.6,44.8,0,1,0
19,5,1,78,88,93,55.3,21.5,33,0,0,0
18,4,0,85,94,73,58.6,21,34,0,0,0
16,1,0,74,96,77,55.2,24.4,27.2,1,0,0
15,1,0,30,98,95,50.1,23,30,1,0,0
9,5,0,75,45,66,59.8,19.2,37.6,0,0,0
9,4,0,51,100,88,57.8,18.7,38.6,0,0,0
7,4,0,9,94,78,58.4,15,46,0,1,0
10,6,1,64,98,86,55.1,22.9,30.2,0,0,0
6,6,1,80,30,85,56.2,16.9,42.2,0,1,0
5,5,0,2,96,95,55.6,16.5,43,0,0,0
9,5,0,82,80,89,57.2,19.9,36.2,0,0,0
10,3,0,95,69,74,60.7,22.2,31.6,0,0,0
10,3,0,66,100,81,58.5,22.8,30.4,0,0,0
9,3,0,13,97,73,60.4,19.9,36.2,0,0,0
7,3,0,21,92,76,57.4,17.6,40.8,0,0,0
12,6,2,13,55,89,55.2,24.2,27.6,1,0,0
3,2,0,93,91,73,58.7,15.1,45.8,0,1,0
0,2,0,77,91,75,57.4,15.5,45,0,1,0
9,1,0,74,100,93,55.4,19.5,37,0,0,0
8,6,1,86,89,81,55.3,18.6,38.8,0,0,0
23,0,0,91,97,74,51.2,15.6,44.8,0,1,0
17,1,0,83,100,75,55.1,24.1,27.8,1,0,0
2,2,0,100,100,89,52.5,16,44,0,1,0
19,5,1,53,100,93,56.1,21.4,33.2,0,0,0
18,2,0,18,97,90,57.4,21.9,32.2,0,0,0
6,1,0,99,93,93,54.7,15.8,44.4,0,1,0
0,3,0,43,85,91,58.4,14.9,46.2,0,1,0
15,2,0,14,85,85,57.6,24.2,27.6,0,0,0
3,4,0,40,100,93,59,16.6,42.8,0,1,0
9,1,0,97,95,87,51,20.6,34.8,0,0,0
11,0,0,63,78,85,53,24.5,27,0,0,0
7,6,1,59,69,85,55.3,16.6,42.8,0,0,0
6,3,0,55,90,80,57.6,16.2,43.6,0,1,0
14,4,0,24,92,86,57.7,24.4,27.2,1,0,0
6,2,0,85,98,92,54.4,16.3,43.4,0,1,0
7,5,0,93,66,89,56.3,15.2,45.6,0,1,0
7,1,0,87,93,90,51.2,17.8,40.4,0,0,0
17,3,0,4,56,84,60.1,24.3,27.4,0,0,0
6,5,0,64,69,58,59.2,15.9,44.2,0,1,0
4,4,0,98,97,93,59.2,16.6,42.8,0,0,0
15,5,0,63,87,89,54.3,23.6,28.8,0,0,0
19,1,0,84,79,74,54.5,20.5,35,0,0,0
14,3,0,23,70,72,57.2,23.4,29.2,1,0,0
6,1,0,82,91,95,51.2,16.1,43.8,0,1,0
5,3,0,74,87,93,58.1,15.7,44.6,0,1,0
15,0,0,94,82,87,52,23.6,28.8,1,0,0
15,4,0,74,80,67,59,24,28,1,0,0
15,4,0,43,85,71,59,24.4,27.2,1,0,0
6,2,0,100,100,94,55,16.3,43.4,0,1,0
5,5,0,46,86,61,60,16.4,43.2,0,0,0
2,2,0,1,95,70,57.7,16.3,43.4,0,0,0
9,2,0,22,95,84,59.6,21.2,33.6,0,0,0
16,2,0,87,75,86,59.8,23.5,29,1,0,0
0,4,0,64,100,89,60.8,16.2,43.6,0,0,0
17,6,2,45,97,88,55.1,24.1,27.8,1,0,0
0,3,0,5,91,94,58.6,14.9,46.2,0,1,0
11,2,0,42,76,85,59.7,24.2,27.6,0,0,0
2,1,0,29,93,91,51.4,17,42,0,0,0
23,4,0,3,84,59,57.8,14.9,46.2,0,1,0
15,6,2,33,57,81,55.3,23.1,29.8,0,0,0
15,3,0,57,99,79,58.9,24.3,27.4,0,0,0
19,1,0,25,83,69,54.5,20,36,0,0,0
2,0,2,34,76,95,54.6,16.5,43,0,1,0
19,0,0,89,90,95,53.3,19.1,37.8,0,0,0
8,6,1,74,77,81,55.3,18.6,38.8,0,0,0
10,6,1,28,100,82,55.4,23.1,29.8,0,0,0
10,1,0,14,93,92,51,22.4,31.2,0,0,0
8,2,0,76,78,80,55.9,19.8,36.4,0,0,0
3,1,0,47,52,92,54.6,16.2,43.6,0,0,0
4,4,0,47,96,77,57.8,16.3,43.4,0,1,0
17,3,0,94,45,80,59.8,24,28,1,0,0
5,1,0,34,97,95,51.6,16,44,0,1,0
11,3,0,63,90,80,61.3,24.4,27.2,0,0,0
22,2,0,67,100,95,56.8,17.6,40.8,0,0,0
4,4,0,34,90,93,59.2,16.5,43,0,0,0
3,5,0,56,97,95,56.2,16.3,43.4,0,1,0
1,1,0,10,93,95,54.9,15.6,44.8,0,1,0
2,3,0,62,86,95,58.2,16.5,43,0,1,0
4,4,0,94,72,89,58.3,15.4,45.2,0,0,0
20,2,0,19,85,95,59,18.3,39.4,0,0,0
3,1,0,46,76,93,51.2,16.2,43.6,0,0,0
0,3,0,59,99,95,57.2,15.6,44.8,0,1,0
1,3,0,18,86,95,57.8,15.7,44.6,0,1,0
7,6,1,29,76,86,55.6,16.3,43.4,0,0,0
16,1,0,35,100,77,55.4,24.3,27.4,1,0,0
1,5,0,74,86,58,58.5,15.2,45.6,0,1,0
6,2,0,26,100,94,54.6,16.3,43.4,0,1,0
23,3,0,24,72,86,57.8,17,42,0,0,0
15,1,0,1,82,95,50.5,23.2,29.6,1,0,0
12,1,0,82,74,95,56.5,24.3,27.4,1,0,0
21,2,0,85,100,92,59.1,17.7,40.6,0,0,0
8,2,0,60,96,84,55.4,18.8,38.4,0,0,0
21,3,0,68,96,91,58.1,18.7,38.6,0,0,0
12,3,0,10,88,81,57.7,24.9,26.2,1,0,0
7,5,0,75,72,64,59.2,17.3,41.4,0,0,0
17,5,1,25,93,81,56,24.2,27.6,0,0,0
23,3,0,21,79,86,58,17.1,41.8,0,0,0
20,4,0,6,84,84,57.5,19.6,36.8,0,0,0
10,4,0,99,89,87,58.2,20,36,0,0,0
7,1,0,100,100,90,51,17.2,41.6,0,0,0
5,1,0,40,100,90,54.5,15.2,45.6,0,1,0
6,0,2,35,88,91,54.8,15.6,44.8,0,1,0
20,0,0,83,99,95,53,18.2,39.6,0,0,0
19,0,0,87,99,95,53.4,19.8,36.4,0,0,0
0,6,1,38,80,88,55.8,17.2,41.6,0,0,0
1,3,0,54,94,91,58.7,15.6,44.8,0,1,0
21,4,0,77,99,57,58,17.4,41.2,0,0,0
14,2,0,79,98,88,57.3,24,28,1,0,0
10,0,0,31,96,89,52.8,22.4,31.2,0,0,0
3,3,0,41,85,94,58,16.7,42.6,0,0,0
11,4,0,83,100,79,58.9,22.5,31,0,0,0
11,5,0,46,99,95,56.6,25,26,1,0,0
17,1,0,67,95,90,51.8,23.4,29.2,0,0,0
13,2,0,86,88,87,57.1,24.2,27.6,1,0,0
4,4,0,10,55,79,57.6,16.1,43.8,0,1,0
22,3,0,70,69,92,61.2,18.3,39.4,0,0,0
4,6,1,82,67,95,55.7,16.1,43.8,0,1,0
11,0,0,100,96,91,52.7,25,26,1,0,0
6,5,0,89,100,90,56.3,15,46,0,1,0
8,3,0,54,98,71,57.6,17.9,40.2,0,0,0
23,0,0,26,79,69,51.3,15.4,45.2,0,1,0
22,1,0,94,100,70,56.2,17.1,41.8,0,0,0
20,0,0,1,86,62,51.9,17,42,0,0,0
10,2,0,68,89,80,56.3,21.9,32.2,0,0,0
9,2,0,77,95,77,56,21.3,33.4,0,0,0
13,5,0,61,80,95,54.9,24.2,27.6,1,0,0
23,6,2,62,82,95,55.7,14.9,46.2,0,1,0
17,0,0,7,93,58,49.8,21.3,33.4,0,0,0
14,1,0,81,100,93,56.4,23,30,1,0,0
12,5,0,100,73,80,58,25,26,1,0,0
7,0,2,73,100,90,55.1,16.1,43.8,0,1,0
14,5,0,39,85,88,53.9,23.4,29.2,1,0,0
8,4,0,26,100,80,57.7,17.4,41.2,0,0,0
1,6,1,63,88,91,56,15.8,44.4,0,0,0
12,3,0,58,87,83,57.3,24.7,26.6,1,0,0
6,2,0,48,97,86,60.1,16.5,43,0,1,0
2,3,0,30,97,87,58.8,16.7,42.6,0,1,0
15,5,1,21,89,83,56.5,23.1,29.8,1,0,0
7,2,0,75,100,94,54.7,17.3,41.4,0,0,0
2,1,0,4,100,91,53.9,16.1,43.8,0,1,0
5,6,1,84,53,85,55.9,16.8,42.4,0,1,0
17,3,0,78,61,80,59.9,23.9,28.2,1,0,0
5,2,0,49,83,82,59.5,15.9,44.2,0,1,0
9,3,0,73,89,73,60.6,20.2,35.6,0,0,0
12,3,0,16,77,81,57.6,24.9,26.2,1,0,0
19,0,0,25,81,64,51.5,18.7,38.6,0,0,0
20,3,0,52,40,89,61.7,21.6,32.8,0,0,0
8,2,0,92,67,93,60.2,19.2,37.6,0,0,0
16,1,0,33,88,91,50.5,23.2,29.6,0,0,0
17,3,0,40,45,86,60.6,24.5,27,0,0,0
10,5,0,15,85,95,56.5,23.6,28.8,0,0,0
8,1,0,91,84,90,51.5,18,40,0,0,0
5,3,0,82,93,71,58.6,14.9,46.2,0,1,0
20,3,0,79,65,89,61.4,21.9,32.2,0,0,0
22,1,0,71,95,70,56.1,16.9,42.2,0,0,0
11,5,0,94,74,71,59.6,23.5,29,0,0,0
17,1,0,23,100,88,51.3,24.6,26.8,0,0,0
23,4,0,62,80,57,57.6,15.3,45.4,0,0,0
5,4,0,9,100,89,58,14.9,46.2,0,1,0
23,1,0,51,91,94,53.2,16.6,42.8,0,0,0
12,5,0,48,76,95,55.2,24.3,27.4,1,0,0
16,2,0,72,87,85,57.6,24.4,27.2,0,0,0
14,1,0,48,100,95,50.1,23.5,29,1,0,0
8,5,0,88,62,64,59.4,18.2,39.6,0,0,0
0,0,2,74,91,95,55.6,15,46,0,1,0
2,4,0,3,33,75,57.9,15.4,45.2,0,1,0
15,5,0,84,100,89,54,23.6,28.8,0,0,0
11,6,1,99,89,87,55.1,24.3,27.4,0,0,0
17,6,2,11,97,88,55.5,23.4,29.2,1,0,0
15,4,0,44,98,67,58.9,24.7,26.6,1,0,0
20,6,2,82,70,93,54.9,18.5,39,0,0,0
9,3,0,86,84,74,60.3,20.8,34.4,0,0,0
9,2,0,24,58,85,60.3,20.2,35.6,0,0,0
18,3,0,95,66,86,60.3,23.9,28.2,0,0,0
17,0,0,33,83,62,49.9,20.5,35,0,0,0
20,1,0,74,81,94,52.9,19.2,37.6,0,0,0
9,1,0,44,100,95,55.8,20.5,35,0,0,0
17,3,0,34,87,77,59.9,22.9,30.2,0,0,0
7,2,0,72,90,91,54.7,17.1,41.8,0,0,0
6,2,0,16,60,85,60,16.5,43,0,1,0
3,4,0,82,53,79,57.8,16,44,0,1,0
23,4,0,49,93,57,57.6,15.2,45.6,0,0,0
9,3,0,49,76,75,57.6,19.9,36.2,0,0,0
14,0,0,24,98,83,51.7,24.2,27.6,1,0,0
6,3,0,75,95,68,59.4,15.5,45,0,1,0
11,3,0,79,90,80,61.5,24.7,26.6,0,0,0
12,3,0,53,80,81,57.9,24.9,26.2,1,0,0
22,4,0,78,76,82,56.6,18.2,39.6,0,0,0
12,1,0,70,83,95,56.4,24.2,27.6,1,0,0
6,1,0,49,98,95,54.4,15.9,44.2,0,1,0
14,0,0,49,63,85,51.9,24.1,27.8,1,0,0
12,6,2,40,100,85,54.6,24.5,27,1,0,0
0,5,0,95,95,56,58.3,15.2,45.6,0,1,0
11,5,0,14,91,75,58.3,24.7,26.6,0,0,0
15,2,0,81,87,84,57.5,23.1,29.8,1,0,0
2,3,0,24,84,85,58.7,16.1,43.8,0,1,0
10,1,0,23,94,92,51.2,22.6,30.8,0,0,0
6,1,0,85,100,95,50.6,16.2,43.6,0,1,0
20,6,2,24,99,95,54.7,19.5,37,0,0,0
7,0,2,30,94,91,54.8,17.1,41.8,0,0,0
1,3,0,93,80,95,57.4,15.7,44.6,0,1,0
12,1,0,98,70,95,50.5,24.7,26.6,1,0,0
6,1,0,86,94,93,54.6,15.9,44.2,0,1,0
12,3,0,31,64,84,61.7,24.9,26.2,1,0,0
13,5,1,11,71,93,56.4,24.5,27,1,0,0
8,4,0,19,67,79,57.7,17.1,41.8,0,0,0
8,0,0,36,96,86,54,19.2,37.6,0,0,0
23,3,0,36,79,82,57.6,16.6,42.8,0,0,0
11,5,0,32,100,95,56.6,25,26,1,0,0
21,4,0,73,47,82,56.9,19.1,37.8,0,0,0
13,1,0,88,86,95,50.4,24.4,27.2,1,0,0
9,3,0,59,73,75,57.7,20.6,34.8,0,0,0
4,0,2,43,91,93,54.6,16.2,43.6,0,0,0
12,2,0,96,90,86,56.7,24.6,26.8,1,0,0
18,3,0,27,66,86,60.3,23.9,28.2,0,0,0
2,0,2,59,99,95,54.3,16.5,43,0,1,0
0,1,0,28,96,92,53.8,15.3,45.4,0,1,0
6,5,0,87,84,94,55.7,15.7,44.6,0,0,0
6,0,2,26,87,91,54.8,15.6,44.8,0,1,0
16,3,0,90,96,84,61.2,23.4,29.2,0,0,0
16,6,2,96,99,83,55,24.9,26.2,1,0,0
10,3,0,47,73,76,58.3,21.7,32.6,0,0,0
7,4,0,17,94,84,57.6,16.4,43.2,0,1,0
5,3,0,96,80,71,58.7,15,46,0,1,0
21,3,0,21,90,91,58.1,18.8,38.4,0,0,0
15,0,0,68,83,52,49.8,18.8,38.4,0,0,0
3,2,0,97,86,73,59.2,15.1,45.8,0,1,0
13,2,0,59,91,87,57.5,24.1,27.8,1,0,0
11,6,1,36,99,84,54.9,24.8,26.4,1,0,0
1,1,0,42,91,93,51.8,16.3,43.4,0,1,0
16,3,0,92,87,87,61.1,23.7,28.6,0,0,0
9,6,1,60,99,90,54.9,21.7,32.6,0,0,0
14,5,0,94,85,92,54.2,23.5,29,1,0,0
2,3,0,60,94,87,59.1,16.8,42.4,0,1,0
14,6,2,21,84,81,54.6,23,30,1,0,0
15,6,2,58,100,81,54.9,24.8,26.4,0,0,0
5,4,0,68,98,89,58.1,15,46,0,0,0
1,5,0,29,85,94,56.9,15,46,0,1,0
4,1,0,19,83,95,51.1,15.1,45.8,0,1,0
7,2,0,62,49,90,60.6,17.6,40.8,0,0,0
21,3,0,95,39,91,62.2,20.5,35,0,0,0
14,3,0,58,81,85,62,24.1,27.8,1,0,0
17,1,0,67,96,73,55.5,23.3,29.4,1,0,0
14,6,2,63,94,88,55.3,23.7,28.6,1,0,0
11,4,0,93,87,79,58.9,22.4,31.2,0,0,0
0,2,0,74,93,90,52.6,15,46,0,1,0
14,4,0,20,99,86,57.7,24.4,27.2,1,0,0
22,1,0,39,100,70,56,16.4,43.2,0,0,0
15,0,0,61,100,52,49.8,18.6,38.8,0,0,0
6,2,0,63,84,94,54.4,16.3,43.4,0,1,0
13,1,0,41,99,95,56.1,23.6,28.8,1,0,0
10,1,0,54,98,92,56.3,22,32,0,0,0
1,1,0,37,100,92,51.7,16.5,43,0,1,0
20,0,0,99,98,68,51.6,18.4,39.2,0,0,0
13,1,0,27,100,91,50.6,24,28,1,0,0
16,0,0,89,80,54,50.2,20,36,0,0,0
1,1,0,100,94,93,51.8,16.3,43.4,0,1,0
17,5,1,28,84,82,55.9,24.6,26.8,0,0,0
0,5,0,1,97,56,57.1,15,46,0,1,0
22,1,0,53,90,93,53.1,17.6,40.8,0,0,0
16,3,0,99,95,84,61.1,23.5,29,0,0,0
15,5,1,66,91,90,56.5,23.5,29,1,0,0
21,1,0,65,93,92,52.6,18.2,39.6,0,0,0
18,0,0,43,86,59,50.8,19.8,36.4,0,0,0
18,1,0,55,84,72,54.6,21.9,32.2,0,0,0
23,6,2,49,90,91,56.3,14.9,46.2,0,1,0
23,6,2,70,91,95,56,15.5,45,0,0,0
8,3,0,68,96,76,57.6,18.7,38.6,0,0,0
2,5,0,47,86,92,55.8,15.7,44.6,0,1,0
17,1,0,7,90,73,55.3,23.3,29.4,1,0,0
20,1,0,68,79,91,52.8,19.3,37.4,0,0,0
2,3,0,22,100,91,59,15.7,44.6,0,1,0
7,1,0,33,98,90,51,17.2,41.6,0,0,0
19,2,0,3,71,93,57.7,20.8,34.4,0,0,0
7,1,0,46,91,88,50.9,16.8,42.4,0,1,0
3,0,2,90,96,95,54.5,16.9,42.2,0,1,0
